province,unit_number,unit_description,order,candidate_name,votes,votes_raw,percent,percent_raw
TỈNH CAO BẰNG,1,"Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng và Hòa An.",1,Ông Lại Xuân Môn,139325,139.325,78.39,"78,39"
TỈNH CAO BẰNG,1,"Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng và Hòa An.",2,Ông Đỗ Quang Thành,129658,129.658,72.95,"72,95"
TỈNH CAO BẰNG,1,"Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng và Hòa An.",3,Bà Đoàn Thị Lê An,123612,123.612,69.55,"69,55"
TỈNH CAO BẰNG,1,"Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng và Hòa An.",4,Ông Nông Minh Thắng,67406,67.406,37.92,"37,92"
TỈNH CAO BẰNG,1,"Gồm các huyện: Bảo Lạc, Bảo Lâm, Nguyên Bình, Hà Quảng và Hòa An.",5,Bà Nông Thị Hương,64992,64.992,36.57,"36,57"
TỈNH CAO BẰNG,2,"Gồm thành phố Cao Bằng và các huyện: Quảng Hòa, Trùng Khánh, Hạ Lang, Thạch An.",1,Ông Bế Minh Đức,135817,135.817,72.45,"72,45"
TỈNH CAO BẰNG,2,"Gồm thành phố Cao Bằng và các huyện: Quảng Hòa, Trùng Khánh, Hạ Lang, Thạch An.",2,Ông Đàm Minh Diện,129402,129.402,69.03,"69,03"
TỈNH CAO BẰNG,2,"Gồm thành phố Cao Bằng và các huyện: Quảng Hòa, Trùng Khánh, Hạ Lang, Thạch An.",3,Ông Nguyễn Đình Việt,122919,122.919,65.57,"65,57"
TỈNH CAO BẰNG,2,"Gồm thành phố Cao Bằng và các huyện: Quảng Hòa, Trùng Khánh, Hạ Lang, Thạch An.",4,Bà Hoàng Thị Ngọc Ánh,94734,94.734,50.53,"50,53"
TỈNH CAO BẰNG,2,"Gồm thành phố Cao Bằng và các huyện: Quảng Hòa, Trùng Khánh, Hạ Lang, Thạch An.",5,Ông Lý Việt Phú,72557,72.557,38.7,"38,70"
TỈNH ĐẮK LẮK,1,"Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar.",1,Ông Ngô Trung Thành,432921,432.921,87.12,"87,12"
TỈNH ĐẮK LẮK,1,"Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar.",2,Ông Lê Ngọc Hải,429091,429.091,86.35,"86,35"
TỈNH ĐẮK LẮK,1,"Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar.",3,Bà Nguyễn Thị Xuân,416267,416.267,83.77,"83,77"
TỈNH ĐẮK LẮK,1,"Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar.",4,Bà Niê Thanh Mai,112829,112.829,22.71,"22,71"
TỈNH ĐẮK LẮK,1,"Gồm thành phố Buôn Ma Thuột và các huyện: Buôn Đôn, Ea Súp, Cư M`Gar.",5,Bà Nông Thị Thu,85782,85.782,17.26,"17,26"
TỈNH ĐẮK LẮK,2,"Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana.",1,Bà Bùi Thị Minh Hoài,396466,396.466,89.04,"89,04"
TỈNH ĐẮK LẮK,2,"Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana.",2,Ông Lưu Văn Đức,388928,388.928,87.34,"87,34"
TỈNH ĐẮK LẮK,2,"Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana.",3,Bà Lê Thị Thanh Xuân,374008,374.008,83.99,"83,99"
TỈNH ĐẮK LẮK,2,"Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana.",4,Ông Nguyễn Quang Phước,89775,89.775,20.16,"20,16"
TỈNH ĐẮK LẮK,2,"Gồm các huyện: Krông Bông, Krông Pắc, Lắk, M`Drắk, Cư Kuin và Krông Ana.",5,Ông Y Jone Ktull (Ama Drim),67818,67.818,15.23,"15,23"
TỈNH ĐẮK LẮK,3,"Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar.",1,Bà Nguyễn Thị Thu Nguyệt,356018,356.018,83.95,"83,95"
TỈNH ĐẮK LẮK,3,"Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar.",2,Bà Phúc Bình Niê Kdăm,346826,346.826,81.78,"81,78"
TỈNH ĐẮK LẮK,3,"Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar.",3,Ông Y Vinh Tơr,326566,326.566,77.01,"77,01"
TỈNH ĐẮK LẮK,3,"Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar.",4,Ông Y Khoa Niê Kdăm,116641,116.641,27.5,"27,50"
TỈNH ĐẮK LẮK,3,"Gồm thị xã Buôn Hồ và các huyện: Ea H`Leo, Krông Búk, Krông Năng, Ea Kar.",5,Bà Trần Thị Phương Thu,112133,112.133,26.44,"26,44"
TỈNH ĐẮK NÔNG,1,"Gồm các huyện: Krông Nô, Cư Jút và Đắk Mil.",1,Ông Nguyễn Trường Giang,153669,153.669,82.35,"82,35"
TỈNH ĐẮK NÔNG,1,"Gồm các huyện: Krông Nô, Cư Jút và Đắk Mil.",2,Ông Dương Khắc Mai (Dương Ngọc Mai),117918,117.918,63.19,"63,19"
TỈNH ĐẮK NÔNG,1,"Gồm các huyện: Krông Nô, Cư Jút và Đắk Mil.",3,Bà Trần Thị Thu Hằng,99079,99.079,53.1,"53,10"
TỈNH ĐẮK NÔNG,1,"Gồm các huyện: Krông Nô, Cư Jút và Đắk Mil.",4,Ông Điểu Lê Nam Nam,90767,90.767,48.64,"48,64"
TỈNH ĐẮK NÔNG,1,"Gồm các huyện: Krông Nô, Cư Jút và Đắk Mil.",5,Ông Nguyễn Văn Hào,88227,88.227,47.28,"47,28"
TỈNH ĐẮK NÔNG,2,"Gồm thành phố Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song.",1,Ông Ngô Thanh Danh,207350,207.350,88.4,"88,40"
TỈNH ĐẮK NÔNG,2,"Gồm thành phố Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song.",2,Ông Phạm Nam Tiến,198660,198.660,84.69,"84,69"
TỈNH ĐẮK NÔNG,2,"Gồm thành phố Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song.",3,Bà Phạm Thị Kiều,146122,146.122,62.29,"62,29"
TỈNH ĐẮK NÔNG,2,"Gồm thành phố Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song.",4,Ông Đỗ Xuân Tốn,86438,86.438,36.85,"36,85"
TỈNH ĐẮK NÔNG,2,"Gồm thành phố Gia Nghĩa và các huyện: Đắk Glong, Đắk R`Lấp, Tuy Đức, Đắk Song.",5,Bà Lê Thị Thùy Trang,63257,63.257,26.97,"26,97"
TỈNH ĐIỆN BIÊN,1,"Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên.",1,Ông Nguyễn Tiến Thiện (Thượng tọa Thích Đức Thiện),180832,180.832,93.06,"93,06"
TỈNH ĐIỆN BIÊN,1,"Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên.",2,Ông Nguyễn Văn Thắng,177569,177.569,91.38,"91,38"
TỈNH ĐIỆN BIÊN,1,"Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên.",3,Bà Quàng Thị Nguyệt,150131,150.131,77.26,"77,26"
TỈNH ĐIỆN BIÊN,1,"Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên.",4,Bà Lò Thị Nga,42280,42.280,21.76,"21,76"
TỈNH ĐIỆN BIÊN,1,"Gồm thành phố Điện Biên Phủ và các huyện: Điện Biên Đông, Mường Ảng, Điện Biên.",5,Bà Lý Thị An,25637,25.637,13.19,"13,19"
TỈNH ĐIỆN BIÊN,2,"Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa.",1,Ông Tráng A Tủa,152836,152.836,89.93,"89,93"
TỈNH ĐIỆN BIÊN,2,"Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa.",2,Bà Lò Thị Luyến,142270,142.270,83.71,"83,71"
TỈNH ĐIỆN BIÊN,2,"Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa.",3,Bà Tạ Thị Yên,141974,141.974,83.54,"83,54"
TỈNH ĐIỆN BIÊN,2,"Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa.",4,Ông Mùa A Dơ,38173,38.173,22.46,"22,46"
TỈNH ĐIỆN BIÊN,2,"Gồm thị xã Mường Lay và các huyện: Mường Chà, Nậm Pồ, Mường Nhé, Tuần Giáo, Tủa Chùa.",5,Bà Lò Thị Út,28138,28.138,16.56,"16,56"
TỈNH ĐỒNG NAI,1,Gồm thành phố Biên Hòa.,1,Ông Nguyễn Phú Cường,495330,495.330,74.97,"74,97"
TỈNH ĐỒNG NAI,1,Gồm thành phố Biên Hòa.,2,Ông Trịnh Xuân An,467470,467.470,70.76,"70,76"
TỈNH ĐỒNG NAI,1,Gồm thành phố Biên Hòa.,3,Bà Nguyễn Thị Như Ý (VY),434473,434.473,65.76,"65,76"
TỈNH ĐỒNG NAI,1,Gồm thành phố Biên Hòa.,4,Bà Nguyễn Việt Hoài,311043,311.043,47.08,"47,08"
TỈNH ĐỒNG NAI,1,Gồm thành phố Biên Hòa.,5,Bà Bùi Khánh Trang,246622,246.622,37.33,"37,33"
TỈNH ĐỒNG NAI,2,"Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất.",1,Ông Vũ Hồng Văn,404551,404.551,83.99,"83,99"
TỈNH ĐỒNG NAI,2,"Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất.",2,Ông Lê Hoàng Hải,358642,358.642,74.46,"74,46"
TỈNH ĐỒNG NAI,2,"Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất.",3,Ông Bùi Xuân Thống,351071,351.071,72.89,"72,89"
TỈNH ĐỒNG NAI,2,"Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất.",4,Ông Vũ Văn Dũng,160275,160.275,33.28,"33,28"
TỈNH ĐỒNG NAI,2,"Gồm các huyện: Vĩnh Cửu, Trảng Bom và Thống Nhất.",5,Bà Nguyễn Thị Mến,154487,154.487,32.08,"32,08"
TỈNH ĐỒNG NAI,3,"Gồm các huyện: Long Thành, Nhơn Trạch và Cẩm Mỹ.",1,Ông Quản Minh Cường,393301,393.301,77.8,"77,80"
TỈNH ĐỒNG NAI,3,"Gồm các huyện: Long Thành, Nhơn Trạch và Cẩm Mỹ.",2,Ông Đỗ Huy Khánh,387922,387.922,76.74,"76,74"
TỈNH ĐỒNG NAI,3,"Gồm các huyện: Long Thành, Nhơn Trạch và Cẩm Mỹ.",3,Ông Nguyễn Công Long,359810,359.810,71.18,"71,18"
TỈNH ĐỒNG NAI,3,"Gồm các huyện: Long Thành, Nhơn Trạch và Cẩm Mỹ.",4,Bà Nguyễn Thị Thảo Nguyên,181727,181.727,35.95,"35,95"
TỈNH ĐỒNG NAI,3,"Gồm các huyện: Long Thành, Nhơn Trạch và Cẩm Mỹ.",5,Bà Đặng Thị Hằng,181584,181.584,35.92,"35,92"
TỈNH ĐỒNG NAI,4,"Gồm thành phố Long Khánh và các huyện: Xuân Lộc, Định Quán, Tân Phú.",1,Bà Đỗ Thị Thu Hằng,486828,486.828,78.57,"78,57"
TỈNH ĐỒNG NAI,4,"Gồm thành phố Long Khánh và các huyện: Xuân Lộc, Định Quán, Tân Phú.",2,Ông Vũ Hải Hà,463890,463.890,74.87,"74,87"
TỈNH ĐỒNG NAI,4,"Gồm thành phố Long Khánh và các huyện: Xuân Lộc, Định Quán, Tân Phú.",3,Ông Thổ Út,448776,448.776,72.43,"72,43"
TỈNH ĐỒNG NAI,4,"Gồm thành phố Long Khánh và các huyện: Xuân Lộc, Định Quán, Tân Phú.",4,Bà Trần Võ Hoài Hương,221891,221.891,35.81,"35,81"
TỈNH ĐỒNG NAI,4,"Gồm thành phố Long Khánh và các huyện: Xuân Lộc, Định Quán, Tân Phú.",5,Bà Lê Thị Thái Hà,218268,218.268,35.23,"35,23"
TỈNH ĐỒNG THÁP,1,"Gồm thành phố Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông.",1,Ông Huỳnh Minh Tuấn,237045,237.045,79.5,"79,50"
TỈNH ĐỒNG THÁP,1,"Gồm thành phố Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông.",2,Bà Hà Thị Nga,173688,173.688,58.25,"58,25"
TỈNH ĐỒNG THÁP,1,"Gồm thành phố Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông.",3,Bà Nguyễn Lâm Thanh Thủy,104633,104.633,35.09,"35,09"
TỈNH ĐỒNG THÁP,1,"Gồm thành phố Hồng Ngự và các huyện: Tân Hồng, Hồng Ngự, Tam Nông.",4,Bà Nguyễn Thúy Kiều,79291,79.291,26.59,"26,59"
TỈNH ĐỒNG THÁP,2,"Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười.",1,Ông Lê Quốc Phong,408013,408.013,77.28,"77,28"
TỈNH ĐỒNG THÁP,2,"Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười.",2,Ông Nguyễn Hải Anh,319924,319.924,60.59,"60,59"
TỈNH ĐỒNG THÁP,2,"Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười.",3,Bà Nguyễn Thị Mai Hoa,306713,306.713,58.09,"58,09"
TỈNH ĐỒNG THÁP,2,"Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười.",4,Bà Võ Phương Thủy,280238,280.238,53.08,"53,08"
TỈNH ĐỒNG THÁP,2,"Gồm thành phố Cao Lãnh và các huyện: Thanh Bình, Cao Lãnh, Tháp Mười.",5,Bà Hồ Kim Liên,260879,260.879,49.41,"49,41"
TỈNH ĐỒNG THÁP,3,"Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành.",1,Ông Lê Minh Hoan,424028,424.028,78.82,"78,82"
TỈNH ĐỒNG THÁP,3,"Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành.",2,Ông Phạm Văn Hòa,359194,359.194,66.77,"66,77"
TỈNH ĐỒNG THÁP,3,"Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành.",3,Ông Trần Văn Sáu,353435,353.435,65.7,"65,70"
TỈNH ĐỒNG THÁP,3,"Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành.",4,Bà Phạm Thị Ngọc Đào,257773,257.773,47.92,"47,92"
TỈNH ĐỒNG THÁP,3,"Gồm thành phố Sa Đéc và các huyện: Lấp Vò, Lai Vung, Châu Thành.",5,Bà Nguyễn Thị Hồng Muội,209825,209.825,39.0,39
TỈNH GIA LAI,1,"Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông.",1,Ông Châu Ngọc Tuấn,354802,354.802,84.17,"84,17"
TỈNH GIA LAI,1,"Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông.",2,Ông Đinh Ngọc Quý,346933,346.933,82.3,"82,30"
TỈNH GIA LAI,1,"Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông.",3,Bà Rơ Châm H′Phik,317919,317.919,75.42,"75,42"
TỈNH GIA LAI,1,"Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông.",4,Ông Trần Đại Thắng,127285,127.285,30.2,"30,20"
TỈNH GIA LAI,1,"Gồm thành phố Pleiku và các huyện: Chư Păh, Ia Grai, Đức Cơ, Chư Prông.",5,Bà Vũ Thị Bích Ngọc,110004,110.004,26.1,"26,10"
TỈNH GIA LAI,2,"Gồm thị xã An Khê và các huyện: Kbang, Kông Chro, Đak Pơ, Mang Yang, Đak Đoa.",1,Bà Nguyễn Thị Mai Phương,253216,253.216,87.75,"87,75"
TỈNH GIA LAI,2,"Gồm thị xã An Khê và các huyện: Kbang, Kông Chro, Đak Pơ, Mang Yang, Đak Đoa.",2,Ông Đinh Văn Thê,236287,236.287,81.88,"81,88"
TỈNH GIA LAI,2,"Gồm thị xã An Khê và các huyện: Kbang, Kông Chro, Đak Pơ, Mang Yang, Đak Đoa.",3,"Ông Đinh Hà Nam (Ama Y Đại, Ama Y Ô)",49954,49.954,17.31,"17,31"
TỈNH GIA LAI,2,"Gồm thị xã An Khê và các huyện: Kbang, Kông Chro, Đak Pơ, Mang Yang, Đak Đoa.",4,Bà Nguyễn Như Ý,37318,37.318,12.93,"12,93"
TỈNH GIA LAI,3,"Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh.",1,Ông Y Thanh Hà Niê Kđăm,253547,253.547,85.18,"85,18"
TỈNH GIA LAI,3,"Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh.",2,Ông Lê Hoàng Anh,247758,247.758,83.24,"83,24"
TỈNH GIA LAI,3,"Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh.",3,Bà Siu Hương,240214,240.214,80.7,"80,70"
TỈNH GIA LAI,3,"Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh.",4,Bà Rah Lan H′Dry,74045,74.045,24.88,"24,88"
TỈNH GIA LAI,3,"Gồm thị xã Ayun Pa và các huyện: Krông Pa, Ia Pa, Phú Thiện, Chư Sê, Chư Pưh.",5,Ông Vũ Hồng Duy,73407,73.407,24.66,"24,66"
TỈNH HÀ GIANG,1,"Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê.",1,Ông Đặng Quốc Khánh,240242,240.242,96.29,"96,29"
TỈNH HÀ GIANG,1,"Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê.",2,Bà Phạm Thúy Chinh,230114,230.114,92.23,"92,23"
TỈNH HÀ GIANG,1,"Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê.",3,Bà Vương Thị Hương,226399,226.399,90.74,"90,74"
TỈNH HÀ GIANG,1,"Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê.",4,Ông Nguyễn Hồng Tâm,27017,27.017,10.83,"10,83"
TỈNH HÀ GIANG,1,"Gồm thành phố Hà Giang và các huyện: Đồng Văn, Mèo Vạc, Yên Minh, Quản Bạ, Bắc Mê.",5,Bà Phù Thị Thiên,19963,19.963,8.0,8
TỈNH HÀ GIANG,2,"Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần.",1,Ông Hoàng Ngọc Định,256782,256.782,89.42,"89,42"
TỈNH HÀ GIANG,2,"Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần.",2,Ông Tráng A Dương,253206,253.206,88.17,"88,17"
TỈNH HÀ GIANG,2,"Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần.",3,Bà Lý Thị Lan,245374,245.374,85.45,"85,45"
TỈNH HÀ GIANG,2,"Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần.",4,Bà Dương Ánh Phượng,52081,52.081,18.14,"18,14"
TỈNH HÀ GIANG,2,"Gồm các huyện: Vị Xuyên, Bắc Quang, Quang Bình, Hoàng Su Phì và Xín Mần.",5,Bà Đặng Thị Mừng,48815,48.815,17.0,17
TỈNH HÀ NAM,1,"Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục.",1,Ông Nguyễn Quốc Hùng,287696,287.696,93.0,93
TỈNH HÀ NAM,1,"Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục.",2,Ông Trần Văn Khải,278763,278.763,90.11,"90,11"
TỈNH HÀ NAM,1,"Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục.",3,Ông Phạm Hùng Thắng,267385,267.385,86.43,"86,43"
TỈNH HÀ NAM,1,"Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục.",4,Bà Nguyễn Thị Duyên,43233,43.233,13.97,"13,97"
TỈNH HÀ NAM,1,"Gồm thành phố Phủ Lý và các huyện: Thanh Liêm, Bình Lục.",5,Bà Nguyễn Thị Huyền Trang,42661,42.661,13.79,"13,79"
TỈNH HÀ NAM,2,"Gồm thị xã Duy Tiên và các huyện: Kim Bảng, Lý Nhân.",1,Ông Trương Quốc Huy,320055,320.055,96.04,"96,04"
TỈNH HÀ NAM,2,"Gồm thị xã Duy Tiên và các huyện: Kim Bảng, Lý Nhân.",2,Bà Lê Thị Nga,302808,302.808,90.87,"90,87"
TỈNH HÀ NAM,2,"Gồm thị xã Duy Tiên và các huyện: Kim Bảng, Lý Nhân.",3,Bà Trần Thị Hiền,301293,301.293,90.41,"90,41"
TỈNH HÀ NAM,2,"Gồm thị xã Duy Tiên và các huyện: Kim Bảng, Lý Nhân.",4,Ông Đinh Đức Trung,37266,37.266,11.18,"11,18"
TỈNH HÀ NAM,2,"Gồm thị xã Duy Tiên và các huyện: Kim Bảng, Lý Nhân.",5,Bà Nguyễn Thị Phúc,33096,33.096,9.93,"9,93"
TỈNH HÀ TĨNH,1,"Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê.",1,Ông Hoàng Trung Dũng,336241,336.241,97.11,"97,11"
TỈNH HÀ TĨNH,1,"Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê.",2,Ông Trần Đình Gia,319215,319.215,92.19,"92,19"
TỈNH HÀ TĨNH,1,"Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê.",3,Bà Bùi Thị Quỳnh Thơ,314224,314.224,90.75,"90,75"
TỈNH HÀ TĨNH,1,"Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê.",4,Ông Nguyễn Thanh Điện,33396,33.396,9.64,"9,64"
TỈNH HÀ TĨNH,1,"Gồm thành phố Hà Tĩnh, thị xã Kỳ Anh và các huyện: Kỳ Anh, Cẩm Xuyên, Hương Khê.",5,Bà Trần Thị Minh Tâm,29684,29.684,8.57,"8,57"
TỈNH HÀ TĨNH,2,"Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà.",1,Ông Hà Thọ Bình,284877,284.877,95.47,"95,47"
TỈNH HÀ TĨNH,2,"Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà.",2,Ông Lê Anh Tuấn,277945,277.945,93.14,"93,14"
TỈNH HÀ TĨNH,2,"Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà.",3,Ông Phạm Huy Bình,17592,17.592,5.9,"5,90"
TỈNH HÀ TĨNH,2,"Gồm các huyện: Thạch Hà, Can Lộc, Nghi Xuân và Lộc Hà.",4,Ông Lê Minh Đạo,14427,14.427,4.83,"4,83"
TỈNH HÀ TĨNH,3,"Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang.",1,Ông Lê Minh Hưng,190439,190.439,96.74,"96,74"
TỈNH HÀ TĨNH,3,"Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang.",2,Bà Phan Thị Nguyệt Thu,181730,181.730,92.31,"92,31"
TỈNH HÀ TĨNH,3,"Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang.",3,Bà Nguyễn Thị Dung,10957,10.957,5.57,"5,57"
TỈNH HÀ TĨNH,3,"Gồm thị xã Hồng Lĩnh và các huyện: Đức Thọ, Hương Sơn, Vũ Quang.",4,Ông Ngô Văn Huỳnh,9508,9.508,4.83,"4,83"
TỈNH HẢI DƯƠNG,1,"Gồm thành phố Chí Linh, thị xã Kinh Môn và huyện Kim Thành.",1,Ông Bùi Văn Cường,314816,314.816,89.71,"89,71"
TỈNH HẢI DƯƠNG,1,"Gồm thành phố Chí Linh, thị xã Kinh Môn và huyện Kim Thành.",2,Ông Lê Văn Hiệu,295950,295.950,84.33,"84,33"
TỈNH HẢI DƯƠNG,1,"Gồm thành phố Chí Linh, thị xã Kinh Môn và huyện Kim Thành.",3,Ông Nguyễn Trọng Nghĩa,53906,53.906,15.36,"15,36"
TỈNH HẢI DƯƠNG,1,"Gồm thành phố Chí Linh, thị xã Kinh Môn và huyện Kim Thành.",4,Ông Mai Văn Vinh,35640,35.640,10.16,"10,16"
TỈNH HẢI DƯƠNG,2,"Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà.",1,Ông Triệu Thế Hùng,353149,353.149,89.55,"89,55"
TỈNH HẢI DƯƠNG,2,"Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà.",2,Bà Nguyễn Thị Mai Thoa,311023,311.023,78.87,"78,87"
TỈNH HẢI DƯƠNG,2,"Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà.",3,Bà Đinh Thị Ngọc Dung,301381,301.381,76.42,"76,42"
TỈNH HẢI DƯƠNG,2,"Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà.",4,Bà Nguyễn Thị Minh Thu,105182,105.182,26.67,"26,67"
TỈNH HẢI DƯƠNG,2,"Gồm thành phố Hải Dương và các huyện: Nam Sách, Thanh Hà.",5,Bà Nguyễn Thị Đàn,101144,101.144,25.65,"25,65"
TỈNH HẢI DƯƠNG,3,"Gồm các huyện: Gia Lộc, Tứ Kỳ và Cẩm Giàng.",1,Ông Nguyễn Ngọc Sơn,245627,245.627,79.6,"79,60"
TỈNH HẢI DƯƠNG,3,"Gồm các huyện: Gia Lộc, Tứ Kỳ và Cẩm Giàng.",2,Bà Nguyễn Thị Việt Nga,233815,233.815,75.77,"75,77"
TỈNH HẢI DƯƠNG,3,"Gồm các huyện: Gia Lộc, Tứ Kỳ và Cẩm Giàng.",3,Bà Nguyễn Thị Khánh Huyền,81179,81.179,26.31,"26,31"
TỈNH HẢI DƯƠNG,3,"Gồm các huyện: Gia Lộc, Tứ Kỳ và Cẩm Giàng.",4,Bà Tăng Thị Phương,53959,53.959,17.49,"17,49"
